Seat No.,Exam Name,Student Name,College Name,Enrollment No.,SP ID,Subject Name,Ext Marks,Internal Marks,Total Marks,GL,GP,Credit,Total Outoff,SGPA/YGPA,Result
383,BCA Semester Exam,Divya Sen,Royal Academy,RMDO6QD9VM,716139,Data Analytics,40,20,60,A,8.49,3,100,8.59,PASS
384,BCA Semester Exam,Amit Kumar,Sunshine Institute,0HIMR1FNJB,603402,Computer Fundamentals,10,24,34,F,7.55,2,100,8.63,FAIL
385,BCA Semester Exam,Rohan Kumar,Global Science College,LO28FBH6G9,669079,Python Programming,58,0,58,E,4.86,4,100,9.07,PASS
386,BCA Semester Exam,Heena Joshi,ABC College,OADXIX5FDF,372989,Web Technology,61,4,65,D,6.62,4,100,6.41,PASS
387,BCA Semester Exam,Manoj Mehta,Bright Future College,6Z7S158SW9,170140,PHP & MySQL,8,13,21,B,9.21,1,100,4.37,FAIL
388,BCA Semester Exam,Suresh Joshi,Royal Academy,BUIJQMIJHV,767957,Mobile App Development,59,6,65,A,5.35,2,100,5.03,PASS
389,BCA Semester Exam,Rohan Gupta,Paramount Institute,1EUHW4QQPQ,416618,DBMS,9,18,27,D,9.48,4,100,7.4,FAIL
390,BCA Semester Exam,Sneha Tiwari,Sunshine Institute,HORKL5YT0E,965817,PHP & MySQL,43,1,44,C,9.57,2,100,5.6,PASS
391,BCA Semester Exam,Heena Shah,Royal Academy,5VDQZRU859,743079,IoT,60,12,72,A,5.47,2,100,7.17,PASS
392,BCA Semester Exam,Divya Patel,Bright Future College,B243D5CJPA,710506,Python Programming,46,4,50,F,5.95,5,100,5.94,PASS
393,BCA Semester Exam,Priya Sen,XYZ Institute,OYG5K2AL8M,726402,Software Engineering,14,26,40,D,4.19,5,100,4.77,PASS
394,BCA Semester Exam,Neha Joshi,ABC College,RK3G0POVFP,401225,Web Technology,24,15,39,D,8.49,5,100,5.32,FAIL
395,BCA Semester Exam,Manoj Shah,XYZ Institute,C61RLJ7PG4,317587,Computer Fundamentals,1,28,29,C,4.36,1,100,4.36,FAIL
396,BCA Semester Exam,Rohan Rana,Royal Academy,UFDBLJ908I,164582,PHP & MySQL,64,6,70,A,7.61,2,100,9.34,PASS
397,BCA Semester Exam,Karan Chauhan,Sunshine Institute,DJFG9OIWDM,302607,E-Commerce,40,0,40,A,9.46,4,100,8.84,PASS
398,BCA Semester Exam,Amit Kumar,Global Science College,S1M6O20391,385656,Software Engineering,40,22,62,E,5.61,4,100,4.36,PASS
399,BCA Semester Exam,Neha Sen,Global Science College,EYYEE4D6WL,718923,Mobile App Development,22,6,28,E,7.17,3,100,8.98,FAIL
400,BCA Semester Exam,Rohan Gupta,Paramount Institute,UVOGQEGGXD,735816,Digital Electronics,60,30,90,B,5.75,4,100,4.44,PASS
401,BCA Semester Exam,Karan Gupta,Royal Academy,2Z0EHTCPUE,424620,Java Programming,13,22,35,C,9.61,5,100,9.89,FAIL
402,BCA Semester Exam,Priya Shah,Royal Academy,VU92IEYHIM,311988,Data Analytics,19,12,31,E,4.57,4,100,8.45,FAIL
403,BCA Semester Exam,Heena Tiwari,XYZ Institute,VRDT30S6FN,162059,Mathematics,51,26,77,B,5.36,2,100,6.83,PASS
404,BCA Semester Exam,Priya Patel,Sunshine Institute,GVWC7TF4DY,144123,C Programming,25,23,48,F,7.57,5,100,4.29,PASS
405,BCA Semester Exam,Sneha Tiwari,Sunshine Institute,BXAX900L3S,617703,Artificial Intelligence,19,18,37,A,5.24,5,100,7.34,FAIL
406,BCA Semester Exam,Sneha Sen,ABC College,KHS4DHUDEI,141092,E-Commerce,36,1,37,F,6.74,1,100,7.22,FAIL
407,BCA Semester Exam,Priya Sen,XYZ Institute,ATZCJ92EJL,667057,Java Programming,65,12,77,E,8.91,4,100,9.27,PASS
408,BCA Semester Exam,Heena Rana,ABC College,KC6QUI7OJ8,592782,Cyber Security,16,7,23,D,6.38,1,100,7.12,FAIL
409,BCA Semester Exam,Priya Gupta,Paramount Institute,KPB39KITDH,811754,Artificial Intelligence,6,11,17,C,6.02,3,100,6.65,FAIL
410,BCA Semester Exam,Manoj Kumar,Paramount Institute,HOM87V23SL,834682,C Programming,17,8,25,E,7.02,1,100,5.16,FAIL
411,BCA Semester Exam,Karan Mehta,XYZ Institute,OQCXHIQWZ1,511069,C++ Programming,51,26,77,C,7.77,3,100,4.76,PASS
412,BCA Semester Exam,Karan Joshi,Paramount Institute,94K3AFXDGJ,949272,Machine Learning,1,5,6,E,6.23,3,100,8.93,FAIL
413,BCA Semester Exam,Sneha Shah,XYZ Institute,F7R65KEEHY,257061,PHP & MySQL,29,1,30,D,7.13,2,100,9.87,FAIL
414,BCA Semester Exam,Sneha Shah,Bright Future College,XU28M9XNG6,305276,Data Analytics,6,8,14,D,4.93,5,100,5.43,FAIL
415,BCA Semester Exam,Karan Shah,Sunshine Institute,9CZW5CJQJT,745656,DBMS,0,10,10,E,8.3,2,100,6.56,FAIL
416,BCA Semester Exam,Neha Sen,Paramount Institute,5EJ4EC8YU0,204915,Artificial Intelligence,2,4,6,A,4.02,2,100,8.49,FAIL
417,BCA Semester Exam,Divya Shah,Bright Future College,AQE3XSA969,191288,Unix/Linux Programming,68,17,85,B,6.89,4,100,4.22,PASS
418,BCA Semester Exam,Neha Patel,Global Science College,K79Z37PMRS,839260,Software Engineering,40,14,54,C,7.1,1,100,5.11,PASS
419,BCA Semester Exam,Manoj Patel,XYZ Institute,8F87P18E76,507576,Mathematics,62,28,90,D,5.52,3,100,8.91,PASS
420,BCA Semester Exam,Suresh Gupta,Sunshine Institute,XUEMAW1GRY,768236,IoT,22,25,47,C,5.02,3,100,9.85,PASS
421,BCA Semester Exam,Karan Chauhan,Paramount Institute,T4LWGQ45C7,194271,Java Programming,40,8,48,E,9.32,2,100,4.66,PASS
422,BCA Semester Exam,Manoj Sen,Bright Future College,V3GLZAV4ZV,470661,Operating Systems,32,29,61,C,4.97,5,100,9.69,PASS
423,BCA Semester Exam,Divya Shah,ABC College,F0LIQU35N6,888214,Data Structures,30,24,54,C,9.6,4,100,6.71,PASS
424,BCA Semester Exam,Karan Patel,Global Science College,BMU4WQL75F,234141,Cyber Security,28,26,54,B,5.25,4,100,9.56,PASS
425,BCA Semester Exam,Manoj Joshi,ABC College,7GZD5V4NOE,621383,C Programming,35,21,56,D,9.93,3,100,6.24,PASS
426,BCA Semester Exam,Amit Chauhan,XYZ Institute,K15MXLE4AD,177007,Mobile App Development,20,23,43,F,4.83,4,100,7.71,PASS
427,BCA Semester Exam,Priya Sen,Paramount Institute,YH047ZZS9S,707419,C++ Programming,43,1,44,B,5.23,3,100,8.49,PASS
428,BCA Semester Exam,Suresh Gupta,Royal Academy,UEOWCYLYD9,576177,Unix/Linux Programming,33,10,43,E,7.15,4,100,8.19,PASS
429,BCA Semester Exam,Neha Joshi,Sunshine Institute,AFSNS0LR8G,546168,Computer Networks,40,1,41,B,4.62,5,100,5.43,PASS
430,BCA Semester Exam,Sneha Kumar,Paramount Institute,FL4M5WCWU7,170651,Web Technology,29,6,35,F,9.78,4,100,8.55,FAIL
431,BCA Semester Exam,Rohan Patel,Global Science College,NG93MS8POS,203490,Mobile App Development,51,28,79,D,6.59,3,100,4.92,PASS
432,BCA Semester Exam,Sneha Gupta,Bright Future College,ZAE3OHFSTN,417190,Data Structures,29,20,49,A,9.9,2,100,7.82,PASS
433,BCA Semester Exam,Rohan Tiwari,Royal Academy,79MXJ9R4J7,914128,Data Structures,62,6,68,E,4.27,3,100,6.25,PASS
434,BCA Semester Exam,Amit Mehta,XYZ Institute,6MM9K13F46,398672,IoT,43,23,66,C,9.02,1,100,9.49,PASS
435,BCA Semester Exam,Neha Rana,Sunshine Institute,EAH2OO0C1Y,789138,Data Structures,8,22,30,B,5.39,1,100,4.17,FAIL
436,BCA Semester Exam,Heena Tiwari,Sunshine Institute,BMZ7ME6167,845552,DBMS,53,17,70,C,6.18,1,100,9.8,PASS
437,BCA Semester Exam,Amit Patel,Sunshine Institute,V89E9IFLE1,818562,Operating Systems,25,16,41,E,6.43,4,100,6.73,PASS
438,BCA Semester Exam,Manoj Mehta,XYZ Institute,78HHNSC9H0,926022,Python Programming,60,16,76,B,4.53,2,100,9.79,PASS
439,BCA Semester Exam,Heena Chauhan,Bright Future College,AW46FF6U82,153362,Artificial Intelligence,53,19,72,E,8.83,4,100,8.5,PASS
440,BCA Semester Exam,Divya Rana,Bright Future College,72T99YG2OD,588210,Cyber Security,58,19,77,D,6.35,5,100,4.3,PASS
441,BCA Semester Exam,Rohan Sen,Royal Academy,LJCO5JJWZ7,911684,Web Technology,23,27,50,C,9.39,4,100,7.3,PASS
442,BCA Semester Exam,Neha Kumar,Paramount Institute,7OLVCGZ61W,738973,C Programming,1,21,22,C,8.55,1,100,4.2,FAIL
443,BCA Semester Exam,Divya Gupta,ABC College,VDY59EFK16,435570,.NET Technology,2,25,27,E,6.43,2,100,6.22,FAIL
444,BCA Semester Exam,Sneha Kumar,Bright Future College,8OEHLOZQ34,236785,Mobile App Development,10,25,35,B,5.99,3,100,8.39,FAIL
445,BCA Semester Exam,Amit Tiwari,Paramount Institute,E5EWFPPTLD,989068,C Programming,2,23,25,D,4.85,5,100,5.28,FAIL
446,BCA Semester Exam,Heena Tiwari,Bright Future College,3QQ5CIRXLA,562138,Computer Fundamentals,31,22,53,E,7.17,4,100,8.02,PASS
447,BCA Semester Exam,Priya Mehta,Royal Academy,XPVRZV13WG,270668,IoT,42,18,60,D,8.48,1,100,8.25,PASS
448,BCA Semester Exam,Priya Sen,Bright Future College,B6L932201Z,181890,E-Commerce,70,21,91,B,5.3,4,100,4.08,PASS
449,BCA Semester Exam,Priya Shah,Sunshine Institute,7AAQZ5B5ZX,236247,C++ Programming,60,10,70,C,6.1,1,100,6.15,PASS
450,BCA Semester Exam,Karan Joshi,XYZ Institute,75FS8S3XF1,714263,Web Technology,23,19,42,D,6.13,1,100,6.55,PASS
451,BCA Semester Exam,Rohan Joshi,Sunshine Institute,7XEU9QBMZN,663841,Data Structures,31,12,43,A,7.07,4,100,9.83,PASS
452,BCA Semester Exam,Divya Tiwari,Royal Academy,O2RDIJIVTD,433110,Software Engineering,40,30,70,A,7.93,2,100,7.68,PASS
453,BCA Semester Exam,Rohan Patel,Paramount Institute,RQUFK7UUO0,478794,Mobile App Development,4,6,10,B,7.52,5,100,5.16,FAIL
454,BCA Semester Exam,Divya Kumar,ABC College,JD42FHGJHQ,559889,Python Programming,19,1,20,F,4.7,1,100,4.74,FAIL
455,BCA Semester Exam,Suresh Chauhan,Sunshine Institute,YSK9JG7AEP,893026,IoT,45,2,47,C,8.38,1,100,5.94,PASS
456,BCA Semester Exam,Neha Sen,XYZ Institute,57XNZW7ZCK,764413,Artificial Intelligence,57,8,65,D,6.17,5,100,5.41,PASS
457,BCA Semester Exam,Amit Gupta,Paramount Institute,XQJAGYAQDQ,329647,Unix/Linux Programming,61,24,85,F,4.26,2,100,6.0,PASS
458,BCA Semester Exam,Manoj Kumar,XYZ Institute,777EQ4Q54O,625643,Java Programming,66,28,94,F,9.74,2,100,7.64,PASS
459,BCA Semester Exam,Neha Gupta,Bright Future College,19C47OGYCQ,223836,Cloud Computing,39,3,42,B,9.21,5,100,7.95,PASS
460,BCA Semester Exam,Rohan Sen,Global Science College,RZMXGX1RO9,877441,Big Data,23,5,28,E,9.6,1,100,6.48,FAIL
461,BCA Semester Exam,Heena Tiwari,Global Science College,7JN8M1VIVT,390066,PHP & MySQL,29,7,36,E,6.95,4,100,5.93,FAIL
462,BCA Semester Exam,Manoj Shah,Bright Future College,KAQPOVCARV,746359,IoT,6,0,6,A,6.75,4,100,7.83,FAIL
463,BCA Semester Exam,Amit Kumar,XYZ Institute,CF700CPN4X,796171,.NET Technology,45,19,64,F,9.08,4,100,6.59,PASS
464,BCA Semester Exam,Neha Joshi,Paramount Institute,PLYN858H8B,131260,PHP & MySQL,66,22,88,C,7.55,3,100,5.57,PASS
465,BCA Semester Exam,Karan Tiwari,Paramount Institute,VSQ8A3EA03,954617,DBMS,6,11,17,E,5.5,1,100,5.95,FAIL
466,BCA Semester Exam,Rohan Sen,ABC College,RU4BA86FBX,778043,Computer Networks,47,17,64,A,4.25,3,100,4.29,PASS
467,BCA Semester Exam,Sneha Sen,ABC College,F1ZICKU1X2,729911,DBMS,25,4,29,F,6.64,5,100,7.28,FAIL
468,BCA Semester Exam,Neha Rana,Bright Future College,HC5JSMHG3N,908398,Mathematics,53,19,72,D,6.66,1,100,7.21,PASS
469,BCA Semester Exam,Heena Joshi,Global Science College,LV794H80ZS,741053,Mathematics,17,10,27,F,4.13,3,100,7.07,FAIL
470,BCA Semester Exam,Neha Patel,Sunshine Institute,KHY0O69LVW,709914,Digital Electronics,11,6,17,E,4.87,1,100,7.15,FAIL
471,BCA Semester Exam,Priya Patel,ABC College,I3V722EY83,826157,Big Data,52,25,77,B,4.32,5,100,9.36,PASS
472,BCA Semester Exam,Neha Mehta,Sunshine Institute,ROF4BKZGJC,124023,Cloud Computing,35,2,37,A,4.33,4,100,5.97,FAIL
473,BCA Semester Exam,Heena Rana,Bright Future College,IIKHJI1RCH,341618,Java Programming,12,24,36,E,7.02,3,100,6.4,FAIL
474,BCA Semester Exam,Suresh Chauhan,Global Science College,E3LACZ9AP1,781564,Web Technology,68,25,93,E,9.51,5,100,6.32,PASS
475,BCA Semester Exam,Rohan Joshi,Paramount Institute,77ASFMQOBM,593974,Operating Systems,7,10,17,F,7.29,2,100,6.52,FAIL
476,BCA Semester Exam,Divya Kumar,Royal Academy,L2S1P3WRR8,559347,.NET Technology,10,9,19,A,8.68,1,100,5.86,FAIL
477,BCA Semester Exam,Amit Tiwari,Sunshine Institute,UN8QIAPXYM,343251,Cyber Security,59,14,73,D,6.06,1,100,7.48,PASS
478,BCA Semester Exam,Amit Kumar,ABC College,DN9JWBUI60,404711,Artificial Intelligence,69,18,87,A,6.57,3,100,9.56,PASS
479,BCA Semester Exam,Rohan Mehta,Sunshine Institute,IVN7QCXJUR,380580,IoT,42,2,44,A,6.98,4,100,7.37,PASS
480,BCA Semester Exam,Priya Rana,Global Science College,OOWA5NRQXR,275656,Unix/Linux Programming,7,6,13,C,8.4,1,100,9.27,FAIL
481,BCA Semester Exam,Priya Gupta,Paramount Institute,Z0X66DWIH9,412566,Machine Learning,54,26,80,E,9.67,2,100,9.37,PASS
482,BCA Semester Exam,Amit Chauhan,Royal Academy,NIU82Y5TP8,547756,Machine Learning,46,18,64,F,8.81,3,100,5.98,PASS
483,BCA Semester Exam,Heena Patel,Paramount Institute,TW0739Y4T3,519713,C++ Programming,1,3,4,B,4.23,5,100,4.89,FAIL
484,BCA Semester Exam,Karan Sen,Paramount Institute,4DREZ3DFK9,505110,Mathematics,57,12,69,A,8.37,2,100,4.89,PASS
485,BCA Semester Exam,Neha Tiwari,Global Science College,QAQNNLQEBA,406116,Operating Systems,18,22,40,E,6.2,5,100,8.29,PASS
486,BCA Semester Exam,Sneha Patel,Sunshine Institute,O35V0UODBB,531211,Computer Networks,20,9,29,B,7.6,3,100,7.19,FAIL
487,BCA Semester Exam,Sneha Shah,Global Science College,KBLAARZA0J,729357,C++ Programming,21,0,21,E,8.64,2,100,9.37,FAIL
488,BCA Semester Exam,Karan Chauhan,Global Science College,GVQ6E69TXV,421940,Unix/Linux Programming,42,21,63,F,8.29,1,100,8.85,PASS
489,BCA Semester Exam,Divya Gupta,Global Science College,NH2W12CQB4,647766,C Programming,65,10,75,F,8.42,3,100,7.05,PASS
490,BCA Semester Exam,Suresh Tiwari,Sunshine Institute,64HAMHOGCB,407665,E-Commerce,31,12,43,E,5.6,5,100,6.88,PASS
491,BCA Semester Exam,Divya Mehta,XYZ Institute,NNJZ5BUDDB,676260,Computer Networks,9,17,26,E,7.7,1,100,6.53,FAIL
492,BCA Semester Exam,Amit Joshi,Global Science College,F45IW47YBR,250517,Java Programming,59,11,70,D,7.21,2,100,9.38,PASS
493,BCA Semester Exam,Neha Shah,XYZ Institute,A304J9Z4HR,639319,Computer Fundamentals,66,23,89,C,7.38,3,100,5.2,PASS
494,BCA Semester Exam,Neha Kumar,Bright Future College,TBJJN7APK3,895017,.NET Technology,62,15,77,E,6.2,2,100,4.16,PASS
495,BCA Semester Exam,Suresh Gupta,Global Science College,XBQQZ2WS2B,671502,Big Data,70,19,89,A,7.13,5,100,7.97,PASS
496,BCA Semester Exam,Divya Joshi,Global Science College,146E1ZBCZP,633469,Data Analytics,44,13,57,D,6.15,1,100,5.95,PASS
497,BCA Semester Exam,Neha Patel,Bright Future College,RMMAC528QS,246127,Data Structures,33,15,48,B,9.82,2,100,8.89,PASS
498,BCA Semester Exam,Priya Rana,XYZ Institute,7SG694C5VV,761414,Cloud Computing,69,30,99,B,7.78,2,100,4.12,PASS
499,BCA Semester Exam,Karan Mehta,Bright Future College,FLDFSKK3IX,953002,Data Structures,57,23,80,A,7.59,5,100,7.88,PASS
500,BCA Semester Exam,Heena Kumar,XYZ Institute,ZDXHHQFG65,724943,Mathematics,35,11,46,C,8.76,1,100,5.37,PASS
501,BCA Semester Exam,Divya Rana,ABC College,GEIU89PY6Q,588749,PHP & MySQL,19,19,38,D,7.3,4,100,4.54,FAIL
502,BCA Semester Exam,Suresh Rana,Sunshine Institute,J4HF7PD4B8,416917,C Programming,41,2,43,B,8.97,3,100,6.28,PASS
503,BCA Semester Exam,Amit Joshi,ABC College,D7UD9EYPK2,467309,Operating Systems,5,11,16,A,5.15,2,100,5.11,FAIL
504,BCA Semester Exam,Divya Gupta,ABC College,VY2BX6F5CL,559882,Web Technology,23,29,52,D,9.88,3,100,6.91,PASS
505,BCA Semester Exam,Heena Rana,Royal Academy,5THM6C35PN,677790,PHP & MySQL,61,20,81,A,7.36,4,100,9.37,PASS
506,BCA Semester Exam,Priya Joshi,Global Science College,WFT80HMPV3,902466,C Programming,64,4,68,F,5.8,4,100,5.85,PASS
507,BCA Semester Exam,Amit Kumar,Paramount Institute,Z786P8QKL0,845166,Mobile App Development,35,4,39,B,7.62,1,100,6.63,FAIL
508,BCA Semester Exam,Manoj Sen,Global Science College,GGG1YG5OEP,286828,.NET Technology,7,18,25,A,6.44,4,100,6.25,FAIL
509,BCA Semester Exam,Sneha Tiwari,Paramount Institute,A07II3WLA0,925364,C Programming,61,13,74,B,7.97,5,100,9.37,PASS
510,BCA Semester Exam,Heena Shah,Sunshine Institute,AC37T9DAAT,381797,C Programming,31,25,56,E,9.89,1,100,5.08,PASS
511,BCA Semester Exam,Neha Joshi,XYZ Institute,UDIZ6YW41S,390677,Cyber Security,55,8,63,F,6.66,1,100,8.15,PASS
512,BCA Semester Exam,Priya Chauhan,Bright Future College,DCDNLXXUEK,183242,PHP & MySQL,2,15,17,A,5.35,5,100,5.26,FAIL
513,BCA Semester Exam,Manoj Rana,Sunshine Institute,9EO5NDVYXH,952576,Cyber Security,4,14,18,B,7.43,3,100,7.96,FAIL
514,BCA Semester Exam,Amit Tiwari,Bright Future College,S2Q594DJVT,103479,Computer Fundamentals,60,14,74,B,5.59,2,100,7.7,PASS
515,BCA Semester Exam,Priya Gupta,Sunshine Institute,51H37UIRUA,263856,Mobile App Development,51,2,53,D,7.51,2,100,7.54,PASS
516,BCA Semester Exam,Suresh Sen,Royal Academy,Z2PM1O1EFQ,638134,C++ Programming,11,19,30,D,4.82,1,100,8.68,FAIL
517,BCA Semester Exam,Manoj Tiwari,Royal Academy,F5UXCD5KQ7,896695,C++ Programming,26,20,46,D,5.97,4,100,5.07,PASS
518,BCA Semester Exam,Divya Mehta,Royal Academy,PI88XGJMA3,885326,Artificial Intelligence,36,27,63,D,4.06,1,100,9.11,PASS
519,BCA Semester Exam,Rohan Mehta,Global Science College,4PQ9P09IN8,976201,Machine Learning,49,12,61,F,5.38,1,100,9.4,PASS
520,BCA Semester Exam,Karan Rana,Royal Academy,KRQGEL028Z,955414,DBMS,33,17,50,A,5.64,3,100,5.47,PASS
521,BCA Semester Exam,Rohan Kumar,ABC College,MY9TYM4GUG,197195,Web Technology,27,26,53,E,5.62,2,100,9.41,PASS
522,BCA Semester Exam,Rohan Tiwari,XYZ Institute,ZCQP2UJN4I,862864,Cyber Security,47,18,65,A,8.81,5,100,4.74,PASS
523,BCA Semester Exam,Divya Gupta,Global Science College,GNTQ963EGD,939347,Computer Networks,35,1,36,E,4.76,2,100,6.19,FAIL
524,BCA Semester Exam,Manoj Shah,Sunshine Institute,JH55NM1PQB,511421,Big Data,62,18,80,F,6.64,3,100,9.52,PASS
525,BCA Semester Exam,Manoj Patel,Bright Future College,IL9553NHSH,483186,C++ Programming,17,3,20,F,7.56,2,100,6.19,FAIL
526,BCA Semester Exam,Priya Sen,Sunshine Institute,NZJJHCWL1Z,157792,Artificial Intelligence,29,2,31,C,6.66,1,100,8.51,FAIL
527,BCA Semester Exam,Heena Kumar,Paramount Institute,EERJE3OLWM,384279,C++ Programming,41,6,47,C,7.97,5,100,8.74,PASS
528,BCA Semester Exam,Heena Chauhan,Royal Academy,T1RRR46ZO8,243356,Mathematics,67,14,81,F,9.18,2,100,5.01,PASS
529,BCA Semester Exam,Amit Joshi,Royal Academy,79ETNQXCMR,840868,Data Structures,11,11,22,D,4.22,2,100,6.78,FAIL
530,BCA Semester Exam,Suresh Kumar,Global Science College,IL4KJG6DRL,172574,Big Data,14,18,32,D,8.82,2,100,9.49,FAIL
531,BCA Semester Exam,Heena Kumar,Sunshine Institute,E7FLTFYXRW,860944,Unix/Linux Programming,10,8,18,C,8.73,5,100,6.07,FAIL
532,BCA Semester Exam,Heena Rana,XYZ Institute,P20CUDSSWS,981752,IoT,59,10,69,D,9.46,5,100,6.42,PASS
533,BCA Semester Exam,Priya Kumar,ABC College,37G1KI1I0O,106963,Cloud Computing,55,23,78,A,8.55,4,100,4.23,PASS
534,BCA Semester Exam,Amit Sen,Global Science College,DQ453CH34P,489890,C Programming,25,9,34,A,4.96,1,100,7.26,FAIL
535,BCA Semester Exam,Sneha Joshi,Bright Future College,SJTU1T2SWQ,681131,DBMS,42,15,57,D,5.86,2,100,6.56,PASS
536,BCA Semester Exam,Heena Patel,Global Science College,4P1P7RKWL3,911617,Mathematics,33,10,43,D,8.25,4,100,6.79,PASS
537,BCA Semester Exam,Suresh Tiwari,Paramount Institute,ZJYC4FFTTK,327885,Computer Fundamentals,27,7,34,E,7.69,1,100,5.81,FAIL
538,BCA Semester Exam,Amit Kumar,Sunshine Institute,T92F62U4HS,181851,PHP & MySQL,41,23,64,D,7.54,5,100,6.83,PASS
539,BCA Semester Exam,Priya Gupta,Global Science College,JM7FDKLJ3J,923066,Python Programming,45,2,47,C,5.74,1,100,5.36,PASS
540,BCA Semester Exam,Heena Shah,XYZ Institute,8E5L1PEL6X,666670,Mobile App Development,16,19,35,D,8.42,3,100,4.92,FAIL
541,BCA Semester Exam,Heena Shah,Royal Academy,ZLKKA18LJO,777678,Data Analytics,56,13,69,F,5.9,4,100,5.21,PASS
542,BCA Semester Exam,Priya Gupta,ABC College,39EE3W1IFA,973606,Cloud Computing,26,24,50,D,5.33,5,100,7.56,PASS
543,BCA Semester Exam,Neha Sen,ABC College,HODKMSSBO6,438210,DBMS,0,30,30,A,4.0,1,100,5.12,FAIL
544,BCA Semester Exam,Divya Chauhan,Global Science College,URH6A96GDS,174217,Data Analytics,64,11,75,E,8.76,2,100,9.08,PASS
545,BCA Semester Exam,Priya Chauhan,Royal Academy,8X8PEBUN2L,191042,Python Programming,37,3,40,A,9.55,5,100,5.31,PASS
546,BCA Semester Exam,Neha Rana,Royal Academy,0CWR4FXNSM,572032,Web Technology,16,18,34,E,6.28,1,100,5.35,FAIL
547,BCA Semester Exam,Amit Joshi,ABC College,CUSGAZS1GN,468807,Software Engineering,63,8,71,E,5.84,2,100,4.88,PASS
548,BCA Semester Exam,Priya Rana,XYZ Institute,70NPAIM5VP,727680,Digital Electronics,10,2,12,E,5.07,5,100,7.67,FAIL
549,BCA Semester Exam,Sneha Rana,Global Science College,78YIUGMBJ4,630250,Cyber Security,50,12,62,E,5.0,5,100,5.07,PASS
550,BCA Semester Exam,Divya Shah,Paramount Institute,YI7Y5GBDFD,607804,Computer Fundamentals,18,2,20,F,9.08,2,100,8.47,FAIL
551,BCA Semester Exam,Suresh Gupta,Global Science College,B48OYL0G8C,134930,DBMS,60,30,90,B,4.83,2,100,7.49,PASS
552,BCA Semester Exam,Neha Shah,Global Science College,LTTH1JP4US,572267,Unix/Linux Programming,30,25,55,A,7.68,3,100,6.54,PASS
553,BCA Semester Exam,Karan Tiwari,XYZ Institute,G7FHSI8SP2,758245,Digital Electronics,37,12,49,B,5.57,5,100,8.49,PASS
554,BCA Semester Exam,Amit Mehta,ABC College,YVYSN3SKRK,288334,Web Technology,25,24,49,C,5.94,1,100,5.65,PASS
555,BCA Semester Exam,Divya Joshi,Sunshine Institute,ORLH7VOSFG,411775,Java Programming,36,25,61,E,6.53,1,100,9.31,PASS
556,BCA Semester Exam,Manoj Shah,Global Science College,HTKN4I89CX,658607,Operating Systems,63,3,66,E,4.62,3,100,5.73,PASS
557,BCA Semester Exam,Suresh Mehta,Sunshine Institute,QKP6BBYVLH,289721,C Programming,62,30,92,D,5.87,5,100,9.1,PASS
558,BCA Semester Exam,Rohan Kumar,XYZ Institute,12STKW1FPO,631201,Unix/Linux Programming,65,24,89,B,4.17,2,100,6.89,PASS
559,BCA Semester Exam,Rohan Shah,Paramount Institute,SH4RYM171G,494979,Mathematics,0,25,25,D,9.23,4,100,9.03,FAIL
560,BCA Semester Exam,Manoj Tiwari,Royal Academy,AQ5PG16851,438322,Software Engineering,10,20,30,D,9.08,1,100,6.21,FAIL
561,BCA Semester Exam,Karan Patel,ABC College,JGRR9TJGI0,275540,Cloud Computing,46,30,76,E,5.15,5,100,7.01,PASS
562,BCA Semester Exam,Karan Chauhan,Global Science College,NHTZGORFKK,555580,C Programming,45,15,60,B,9.73,1,100,5.14,PASS
563,BCA Semester Exam,Sneha Shah,Sunshine Institute,4OA02TKQXM,179705,Mathematics,55,29,84,D,9.64,5,100,6.44,PASS
564,BCA Semester Exam,Priya Kumar,Sunshine Institute,ETPYRGX8O5,549829,Big Data,35,28,63,D,5.2,5,100,7.46,PASS
565,BCA Semester Exam,Karan Shah,Sunshine Institute,Q5N4GGY2IL,196044,PHP & MySQL,34,14,48,E,7.75,3,100,4.15,PASS
566,BCA Semester Exam,Karan Tiwari,ABC College,AWZWSQGL5D,160937,Software Engineering,32,13,45,E,5.41,5,100,8.82,PASS
567,BCA Semester Exam,Priya Rana,XYZ Institute,MXLGSHO8TV,539152,Unix/Linux Programming,51,3,54,E,5.63,1,100,5.85,PASS
568,BCA Semester Exam,Rohan Chauhan,Bright Future College,6I9BEV8WMT,219131,Cloud Computing,55,30,85,D,8.62,5,100,8.33,PASS
569,BCA Semester Exam,Karan Tiwari,Bright Future College,219NADUSJJ,254482,Software Engineering,24,15,39,C,5.18,2,100,8.84,FAIL
570,BCA Semester Exam,Neha Rana,Royal Academy,6HRBONDEU0,561231,.NET Technology,35,5,40,F,4.31,5,100,9.76,PASS
571,BCA Semester Exam,Karan Chauhan,XYZ Institute,145NXZ2H3L,264395,Data Structures,70,19,89,E,9.43,2,100,4.34,PASS
572,BCA Semester Exam,Neha Gupta,Bright Future College,N1CDJJQPUO,255536,Cyber Security,36,20,56,B,4.41,4,100,4.48,PASS
573,BCA Semester Exam,Manoj Rana,Sunshine Institute,E2NCUKZDBN,517729,Big Data,41,29,70,B,5.41,5,100,7.65,PASS
574,BCA Semester Exam,Karan Mehta,Paramount Institute,7ITL298UCW,496830,Operating Systems,8,16,24,A,6.99,2,100,5.86,FAIL
